2685
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PES|RSP|FPM|PRI_PRD|PVEM_PT|CNR|NULOS|TOTAL|ILGB|MMA|FSB|RZB|PD|DHV|AGJ|MNA|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
12|1|429|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|430|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|431|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|432|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|433|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|434|B|1|0|1|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|435|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|436|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|437|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|438|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|439|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|440|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|441|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|442|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|443|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|444|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|445|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|446|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|447|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|448|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|449|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|450|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|453|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|454|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|455|B|1|0|3|750|3|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|479|B|1|0|2|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|480|B|1|0|1|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|481|B|1|0|1|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|482|B|1|0|1|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|483|B|1|0|1|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|484|B|1|0|1|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|485|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|486|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|488|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|489|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|490|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|491|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|492|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|493|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|494|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|495|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|496|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|497|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|498|B|1|0|3|750|6|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|500|B|1|0|2|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|501|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|502|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|503|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|504|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|505|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|506|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|507|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|508|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|509|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|510|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|511|B|1|0|1|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|512|B|1|0|2|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|513|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|514|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|515|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|517|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|518|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|519|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|521|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|522|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|523|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|524|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|527|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|528|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|529|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|530|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|531|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|532|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|533|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|534|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|535|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|537|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|538|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|539|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|540|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|541|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|542|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|546|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|547|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|548|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|549|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|550|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|551|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|552|B|1|0|3|750|7|18|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|820|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|821|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|822|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|823|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|824|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|825|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|826|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|827|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|828|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|829|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|830|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|831|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|832|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|833|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|834|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|835|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|836|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|837|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|838|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|839|B|1|0|2|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|840|B|1|0|1|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|841|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|842|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|843|B|1|0|3|750|17|20|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|943|B|1|0|1|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|944|B|1|0|1|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|945|B|1|0|2|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|946|B|1|0|1|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|947|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|949|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|950|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|951|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|952|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|953|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|954|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|955|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|956|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|957|B|1|0|2|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|958|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|959|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|960|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|961|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|962|B|1|0|3|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|963|B|1|0|1|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|964|B|1|0|1|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
12|1|965|B|1|0|2|750|22|17|0|0|1|ESTRATO_1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
