CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|PT|MC|NVA_ALIANZA|MORENA|PH|ES|PRI_PVEM|CAND_IND1|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|23.00|URBANA|C01|55.00|130.00|3.00|5.00|4.00|1.00|6.00|52.00|0.00|5.00|3.00|4.00||268.00|10.00|278.00|424.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC23C01O36.JPG|1|1|1|CAMPECHE|23|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|24.00|URBANA|B|59.00|145.00|9.00|0.00|4.00|4.00|12.00|83.00|1.00|2.00|3.00|5.00||327.00|8.00|335.00|536.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL24BO.JPG|1|7|1|CAMPECHE|24|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|24.00|URBANA|C01|59.00|147.00|4.00|4.00|3.00|2.00|7.00|84.00|0.00|2.00|0.00|6.00||318.00|11.00|329.00|535.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL24C01O.JPG|1|7|1|CAMPECHE|24|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|25.00|URBANA|B|52.00|187.00|5.00|5.00|4.00|3.00|10.00|86.00|1.00|3.00|8.00|14.00||378.00|4.00|382.00|580.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC25BO42.JPG|1|7|1|CAMPECHE|25|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|26.00|URBANA|B|42.00|141.00|9.00|11.00|1.00|0.00|8.00|111.00|2.00|3.00|9.00|13.00||350.00|9.00|359.00|546.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL26BO.JPG|1|7|1|CAMPECHE|26|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|26.00|URBANA|C01|56.00|156.00|16.00|13.00|4.00|0.00|10.00|104.00|6.00|7.00|4.00|2.00||378.00|8.00|386.00|546.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC26C01O45.JPG|1|7|1|CAMPECHE|26|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|27.00|URBANA|B|49.00|163.00|8.00|5.00|0.00|1.00|9.00|123.00|3.00|6.00|2.00|3.00||372.00|4.00|376.00|571.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC27BO47.JPG|1|7|1|CAMPECHE|27|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|27.00|URBANA|C01|45.00|138.00|5.00|5.00|1.00|1.00|8.00|129.00|3.00|10.00|6.00|5.00||356.00|5.00|361.00|570.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC27C01O49.JPG|1|7|1|CAMPECHE|27|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|28.00|URBANA|B|39.00|195.00|6.00|0.00|2.00|2.00|4.00|86.00|4.00|2.00|0.00|2.00||342.00|8.00|350.00|570.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC28BO52.JPG|1|5|1|CAMPECHE|28|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|29.00|URBANA|B|31.00|97.00|4.00|4.00|2.00|1.00|1.00|132.00|4.00|2.00|8.00|2.00||288.00|7.00|295.00|428.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL29BO.JPG|1|7|1|CAMPECHE|29|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|29.00|URBANA|C01|25.00|118.00|6.00|3.00|3.00|0.00|1.00|112.00|2.00|1.00|5.00|4.00||280.00|5.00|285.00|427.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC29C01O55.JPG|1|7|1|CAMPECHE|29|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|30.00|URBANA|B|44.00|114.00|3.00|4.00|1.00|3.00|2.00|78.00|3.00|2.00|1.00|2.00||257.00|9.00|266.00|380.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC30BO58.JPG|1|7|1|CAMPECHE|30|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|30.00|URBANA|C01|30.00|117.00|1.00|5.00|5.00|0.00|1.00|82.00|1.00|3.00|8.00|1.00||254.00|11.00|265.00|380.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL30C01O.JPG|1|7|1|CAMPECHE|30|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|31.00|URBANA|B|64.00|200.00|5.00|7.00|3.00|1.00|8.00|130.00|3.00|9.00|14.00|4.00||448.00|10.00|458.00|708.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC31BO61.JPG|1|7|1|CAMPECHE|31|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|32.00|URBANA|B|39.00|83.00|10.00|3.00|1.00|3.00|7.00|80.00|1.00|3.00|3.00|1.00||234.00|3.00|237.00|387.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC32BO64.JPG|1|1|1|CAMPECHE|32|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|32.00|URBANA|C01|43.00|92.00|4.00|3.00|0.00|0.00|8.00|73.00|0.00|2.00|6.00|1.00||232.00|10.00|242.00|387.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC32C01O65.JPG|1|1|1|CAMPECHE|32|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|33.00|URBANA|B|53.00|90.00|9.00|5.00|6.00|3.00|4.00|54.00|3.00|1.00|1.00|3.00||232.00|7.00|239.00|443.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC33BO67.JPG|1|1|1|CAMPECHE|33|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|33.00|URBANA|C01|48.00|107.00|6.00|1.00|3.00|1.00|3.00|49.00|1.00|4.00|0.00|4.00||227.00|16.00|243.00|443.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC33C01O70.JPG|1|1|1|CAMPECHE|33|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|34.00|URBANA|B|75.00|116.00|11.00|8.00|7.00|3.00|10.00|68.00|2.00|9.00|6.00|1.00||316.00|16.00|332.00|637.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC34BO71.JPG|1|1|1|CAMPECHE|34|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|34.00|URBANA|C01|78.00|130.00|11.00|0.00|5.00|4.00|5.00|71.00|3.00|4.00|14.00|3.00||328.00|10.00|338.00|636.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC34C01O73.JPG|1|1|1|CAMPECHE|34|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|43.00|URBANA|B|74.00|119.00|13.00|7.00|3.00|2.00|8.00|79.00|5.00|4.00|6.00|1.00||321.00|11.00|332.00|498.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GCL43BO.JPG|1|3|1|CAMPECHE|43|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|43.00|URBANA|C01|55.00|148.00|12.00|1.00|3.00|1.00|2.00|79.00|1.00|3.00|4.00|3.00||312.00|12.00|324.00|498.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC43C01O77.JPG|1|3|1|CAMPECHE|43|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|44.00|URBANA|B|47.00|68.00|6.00|3.00|3.00|0.00|6.00|94.00|1.00|0.00|7.00|0.00||235.00|13.00|248.00|408.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC44BO80.JPG|1|7|1|CAMPECHE|44|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|44.00|URBANA|C01|39.00|72.00|3.00|2.00|1.00|1.00|7.00|102.00|0.00|3.00|5.00|4.00||239.00|5.00|244.00|407.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC44C01O82.JPG|1|7|1|CAMPECHE|44|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|45.00|URBANA|B|60.00|159.00|6.00|2.00|7.00|0.00|4.00|166.00|1.00|6.00|6.00|8.00||425.00|20.00|445.00|719.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC45BO84.JPG|1|7|1|CAMPECHE|45|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|46.00|URBANA|B|49.00|113.00|5.00|9.00|2.00|3.00|15.00|87.00|6.00|2.00|8.00|4.00||303.00|9.00|312.00|498.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC46BO85.JPG|1|7|1|CAMPECHE|46|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|46.00|URBANA|C01|43.00|126.00|3.00|1.00|1.00|0.00|8.00|93.00|1.00|3.00|9.00|3.00||291.00|6.00|297.00|498.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC46C01O87.JPG|1|7|1|CAMPECHE|46|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|47.00|URBANA|B|42.00|144.00|1.00|4.00|4.00|7.00|6.00|101.00|1.00|1.00|6.00|2.00||319.00|10.00|329.00|447.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC47BO90.JPG|1|7|1|CAMPECHE|47|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|47.00|URBANA|C01|43.00|135.00|4.00|2.00|2.00|2.00|13.00|110.00|4.00|3.00|6.00|1.00||325.00|7.00|332.00|447.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC47C01O91.JPG|1|7|1|CAMPECHE|47|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|48.00|URBANA|B|52.00|125.00|6.00|4.00|1.00|2.00|6.00|77.00|1.00|1.00|3.00|3.00||281.00|5.00|286.00|488.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC48BO94.JPG|1|7|1|CAMPECHE|48|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|48.00|URBANA|C01|57.00|109.00|3.00|3.00|1.00|2.00|9.00|80.00|3.00|1.00|11.00|2.00||281.00|8.00|289.00|487.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC48C01O95.JPG|1|7|1|CAMPECHE|48|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|49.00|URBANA|B|35.00|150.00|2.00|8.00|0.00|2.00|10.00|105.00|4.00|4.00|4.00|6.00||330.00|7.00|337.00|550.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC49BO98.JPG|1|4|1|CAMPECHE|49|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|49.00|URBANA|C01|52.00|139.00|4.00|4.00|1.00|2.00|5.00|86.00|4.00|5.00|9.00|2.00||313.00|7.00|320.00|550.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC49C01O99.JPG|1|4|1|CAMPECHE|49|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|50.00|URBANA|B|54.00|177.00|4.00|9.00|4.00|2.00|6.00|138.00|4.00|4.00|4.00|7.00||413.00|10.00|423.00|642.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC50BO102.JPG|1|5|1|CAMPECHE|50|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|51.00|URBANA|B|42.00|148.00|3.00|9.00|3.00|1.00|6.00|85.00|3.00|1.00|3.00|3.00||307.00|14.00|321.00|501.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC51BO103.JPG|1|5|1|CAMPECHE|51|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|51.00|URBANA|C01|43.00|176.00|4.00|7.00|10.00|0.00|7.00|97.00|2.00|1.00|5.00|4.00||356.00|6.00|362.00|501.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC51C01O105.JPG|1|5|1|CAMPECHE|51|U|
3|4|CAMPECHE|1|1.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|51.00|URBANA|S01|74.00|115.00|4.00|4.00|4.00|2.00|6.00|111.00|3.00|4.00|8.00|2.00||337.00|3.00|340.00||ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC51S01O1.JPG|1|5|1|CAMPECHE|51|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|1.00|URBANA|B|68.00|189.00|1.00|6.00|2.00|5.00|18.00|98.00|5.00|5.00|1.00|3.00||401.00|8.00|409.00|576.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC1BO112.JPG|1|7|1|CAMPECHE|1|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|2.00|URBANA|B|61.00|123.00|7.00|4.00|2.00|4.00|7.00|110.00|1.00|11.00|5.00|7.00||342.00|12.00|354.00|648.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC2BO113.JPG|1|7|1|CAMPECHE|2|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|3.00|URBANA|B|82.00|208.00|1.00|9.00|4.00|3.00|7.00|118.00|1.00|6.00|1.00|4.00||444.00|9.00|453.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC3BO115.JPG|1|7|1|CAMPECHE|3|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|B|83.00|115.00|10.00|2.00|6.00|1.00|11.00|51.00|3.00|4.00|2.00|2.00||290.00|10.00|300.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4BO117.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C01|104.00|116.00|11.00|0.00|4.00|2.00|7.00|56.00|3.00|3.00|116.00|3.00||425.00|10.00|435.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C01O119.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C02|82.00|138.00|10.00|0.00|1.00|1.00|5.00|52.00|0.00|5.00|0.00|5.00||299.00|12.00|311.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C02O121.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C03|62.00|121.00|5.00|0.00|2.00|3.00|7.00|60.00|3.00|9.00|7.00|1.00||280.00|8.00|288.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C03O124.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C04|86.00|129.00|4.00|0.00|4.00|2.00|5.00|60.00|2.00|4.00|0.00|7.00||303.00|12.00|315.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C04O126.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C05|68.00|125.00|14.00|4.00|0.00|1.00|6.00|59.00|3.00|4.00|4.00|2.00||290.00|10.00|300.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C05O128.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|C06|97.00|110.00|5.00|4.00|5.00|1.00|5.00|67.00|2.00|4.00|8.00|2.00||310.00|12.00|322.00|667.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4C06O129.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|E01|79.00|117.00|8.00|1.00|1.00|0.00|6.00|68.00|1.00|4.00|5.00|4.00||294.00|6.00|300.00|624.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01O132.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|E01C01|76.00|116.00|8.00|3.00|3.00|2.00|6.00|56.00|3.00|4.00|3.00|5.00||285.00|7.00|292.00|623.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C01O134.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|E01C02|78.00|103.00|2.00|2.00|2.00|0.00|10.00|54.00|1.00|3.00|6.00|3.00||264.00|10.00|274.00|623.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C02O135.JPG|1|1|1|CAMPECHE|4|U|
3|4|CAMPECHE|1|2.00|SAN FRANCISCO DE CAMPECHE|1.00|CAMPECHE|4.00|URBANA|E01C03|74.00|94.00|6.00|2.00|0.00|1.00|4.00|55.00|4.00|3.00|3.00|1.00||247.00|10.00|257.00|623.00|ACTA CASILLA|||http://www.ieec.org.mx/elecciones/2015/actas/GEC4E01C03O137.JPG|1|1|1|CAMPECHE|4|U|
