CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|MC|NVA_ALIANZA|PAC|PS|MORENA|ES|PRI_PVEM_NVA_ALIANZA_PS|PRI_NVA_ALIANZA_PVEM|PRI_PS_PVEM|PRI_PS_NVA_ALIANZA|PVEM_PS_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PRI_PS|PVEM_NVA_ALIANZA|PVEM_PS|NVA_ALIANZA_PS|CAND_IND1|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|8.00|URBANO(A)|C02|101.00|156.00|166.00|5.00|6.00|3.00|18.00|1.00|34.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|9.00|1.00|503.00|9.00|513.00|707.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|8|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|9.00|URBANO(A)|B|105.00|104.00|116.00|3.00|7.00|7.00|14.00|0.00|32.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|7.00|0.00|397.00|8.00|405.00|568.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|9|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|9.00|URBANO(A)|C01|131.00|73.00|159.00|2.00|8.00|3.00|10.00|0.00|18.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9.00|0.00|415.00|2.00|417.00|568.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|9|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|9.00|URBANO(A)|C02|126.00|85.00|145.00|3.00|7.00|4.00|14.00|2.00|19.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|410.00|10.00|420.00|568.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|9|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|9.00|URBANO(A)|C03|107.00|99.00|133.00|0.00|4.00|4.00|10.00|2.00|20.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10.00|12.00|390.00|12.00|414.00|567.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|9|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|10.00|URBANO(A)|B|79.00|113.00|170.00|2.00|4.00|4.00|10.00|4.00|20.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|9.00|0.00|418.00|9.00|427.00|591.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|10|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|10.00|URBANO(A)|C01|80.00|112.00|184.00|2.00|1.00|4.00|15.00|0.00|20.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|9.00|0.00|429.00|9.00|438.00|591.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|10|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|10.00|URBANO(A)|C02|87.00|91.00|194.00|1.00|4.00|2.00|12.00|0.00|24.00|4.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|10.00|0.00|433.00|7.00|440.00|591.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|10|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|10.00|URBANO(A)|C03|59.00|108.00|190.00|2.00|3.00|3.00|15.00|0.00|23.00|2.00|0.00|1.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|411.00|10.00|421.00|590.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|10|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|11.00|URBANO(A)|B|64.00|85.00|112.00|2.00|4.00|6.00|6.00|2.00|30.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7.00|0.00|320.00|8.00|328.00|413.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|11|U|
4|29|TLAXCALA|2|8.00|CONTLA DE JUAN CUAMATZI|2.00|APETATITLAN DE ANTONIO CARVAJAL|11.00|URBANO(A)|C01|82.00|108.00|98.00|2.00|2.00|2.00|1.00|2.00|23.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|322.00|4.00|326.00|413.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_8.pdf|2|8|2|APETATITLAN DE ANTONIO CARVAJAL|11|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|12.00|URBANO(A)|B|84.00|85.00|88.00|1.00|8.00|0.00|3.00|0.00|18.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11.00|0.00|302.00|13.00|315.00|589.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|12|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|12.00|URBANO(A)|C01|100.00|94.00|78.00|2.00|7.00|2.00|3.00|1.00|13.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6.00|0.00|306.00|12.00|318.00|588.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|12|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|13.00|URBANO(A)|B|130.00|152.00|105.00|7.00|7.00|4.00|8.00|6.00|37.00|6.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|0.00|477.00|6.00|483.00|731.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|13|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|13.00|URBANO(A)|C01|139.00|127.00|91.00|6.00|6.00|6.00|5.00|12.00|45.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|441.00|15.00|456.00|730.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|13|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|13.00|URBANO(A)|C02|128.00|164.00|100.00|4.00|9.00|4.00|13.00|6.00|31.00|2.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|17.00|1.00|480.00|14.00|495.00|730.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|13|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|14.00|URBANO(A)|B|112.00|123.00|66.00|11.00|14.00|1.00|6.00|2.00|50.00|3.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7.00|0.00|396.00|16.00|412.00|693.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|14|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|14.00|URBANO(A)|C01|95.00|98.00|88.00|17.00|10.00|1.00|7.00|2.00|48.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8.00|0.00|379.00|10.00|389.00|693.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|14|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|14.00|URBANO(A)|C02|94.00|136.00|93.00|16.00|15.00|1.00|7.00|1.00|42.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|15.00|0.00|425.00|13.00|438.00|693.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|14|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|14.00|URBANO(A)|C03|110.00|108.00|102.00|17.00|14.00|1.00|8.00|0.00|31.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|398.00|12.00|410.00|693.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|14|U|
