ID_ESTADO,ID_DISTRITO,ESTADO,CAB_DISTRITO,GANA_PRI_PVEM,GANA_PRI,GANA_PVEM,GANA_PRD_PT,GANA_PRD,GANA_PT
8,7,CHIHUAHUA,CUAUHTEMOC,1,0,1,0,0,0
8,8,CHIHUAHUA,CHIHUAHUA,1,1,0,0,0,0
8,9,CHIHUAHUA,HIDALGO DEL PARRAL,1,1,0,0,0,0
9,1,DISTRITO FEDERAL,GUSTAVO A. MADERO,1,0,1,1,1,0
9,2,DISTRITO FEDERAL,GUSTAVO A. MADERO,1,1,0,1,1,0
9,3,DISTRITO FEDERAL,AZCAPOTZALCO,1,1,0,1,1,0
9,4,DISTRITO FEDERAL,IZTAPALAPA,0,0,0,1,1,0
9,5,DISTRITO FEDERAL,TLALPAN,1,1,0,1,0,1
9,6,DISTRITO FEDERAL,GUSTAVO A. MADERO,1,0,1,1,1,0
9,7,DISTRITO FEDERAL,GUSTAVO A. MADERO,1,0,1,1,0,1
9,8,DISTRITO FEDERAL,CUAUHTEMOC,1,1,0,1,1,0
9,9,DISTRITO FEDERAL,VENUSTIANO CARRANZA,1,0,1,1,1,0
9,10,DISTRITO FEDERAL,MIGUEL HIDALGO,1,1,0,1,1,0
9,11,DISTRITO FEDERAL,VENUSTIANO CARRANZA,0,0,0,1,0,1
9,12,DISTRITO FEDERAL,CUAUHTEMOC,1,1,0,1,1,0
9,13,DISTRITO FEDERAL,IZTACALCO,1,1,0,1,1,0
9,14,DISTRITO FEDERAL,TLALPAN,0,0,0,1,1,0
9,15,DISTRITO FEDERAL,BENITO JUAREZ,0,0,0,1,1,0
9,16,DISTRITO FEDERAL,ALVARO OBREGON,0,0,0,1,1,0
9,17,DISTRITO FEDERAL,ALVARO OBREGON,1,0,1,1,1,0
9,18,DISTRITO FEDERAL,IZTAPALAPA,0,0,0,1,1,0
9,19,DISTRITO FEDERAL,IZTAPALAPA,0,0,0,1,1,0
9,20,DISTRITO FEDERAL,IZTAPALAPA,1,0,1,1,0,1
9,21,DISTRITO FEDERAL,XOCHIMILCO,1,0,1,1,0,1
9,22,DISTRITO FEDERAL,IZTAPALAPA,0,0,0,1,0,1
9,23,DISTRITO FEDERAL,COYOACAN,0,0,0,1,1,0
9,24,DISTRITO FEDERAL,COYOACAN,0,0,0,1,1,0
9,25,DISTRITO FEDERAL,IZTAPALAPA,0,0,0,1,1,0
9,26,DISTRITO FEDERAL,LA MAGDALENA CONTRERAS,1,1,0,1,0,1
9,27,DISTRITO FEDERAL,TLAHUAC,1,0,1,1,1,0
10,1,DURANGO,DURANGO,1,1,0,0,0,0
10,2,DURANGO,GOMEZ PALACIO,1,1,0,1,1,0
10,3,DURANGO,GUADALUPE VICTORIA,1,1,0,0,0,0
10,4,DURANGO,DURANGO,1,1,0,1,0,1
11,1,GUANAJUATO,SAN LUIS DE LA PAZ,1,1,0,0,0,0
11,2,GUANAJUATO,SAN MIGUEL DE ALLENDE,1,0,1,0,0,0
11,3,GUANAJUATO,LEON,1,1,0,0,0,0
11,4,GUANAJUATO,GUANAJUATO,1,1,0,0,0,0
11,5,GUANAJUATO,LEON,1,0,1,0,0,0
11,6,GUANAJUATO,LEON,1,1,0,0,0,0
11,7,GUANAJUATO,SAN FRANCISCO DEL RINCON,1,1,0,0,0,0
11,8,GUANAJUATO,SALAMANCA,1,0,1,0,0,0
11,9,GUANAJUATO,IRAPUATO,1,1,0,0,0,0
11,10,GUANAJUATO,URIANGATO,1,1,0,0,0,0
11,11,GUANAJUATO,PENJAMO,1,1,0,0,0,0
11,12,GUANAJUATO,CELAYA,1,0,1,0,0,0
11,13,GUANAJUATO,VALLE DE SANTIAGO,1,1,0,0,0,0
11,14,GUANAJUATO,ACAMBARO,1,1,0,0,0,0
12,1,GUERRERO,PUNGARABATO,1,1,0,1,1,0
12,2,GUERRERO,IGUALA DE LA INDEPENDENCIA,1,1,0,1,1,0
12,3,GUERRERO,ZIHUATANEJO DE AZUETA,1,1,0,1,1,0
12,4,GUERRERO,ACAPULCO DE JUAREZ,1,1,0,1,1,0
12,5,GUERRERO,TLAPA DE COMONFORT,1,1,0,1,0,1
12,6,GUERRERO,CHILAPA DE ALVAREZ,1,1,0,1,1,0
12,7,GUERRERO,CHILPANCINGO DE LOS BRAVO,1,1,0,1,1,0
12,8,GUERRERO,AYUTLA DE LOS LIBRES,1,0,1,1,1,0
12,9,GUERRERO,ACAPULCO DE JUAREZ,1,1,0,1,1,0
13,1,HIDALGO,HUEJUTLA DE REYES,1,1,0,0,0,0
13,2,HIDALGO,IXMIQUILPAN,1,1,0,0,0,0
13,3,HIDALGO,ACTOPAN,1,1,0,0,0,0
13,4,HIDALGO,TULANCINGO DE BRAVO,1,0,1,0,0,0
13,5,HIDALGO,TULA DE ALLENDE,1,1,0,0,0,0
13,6,HIDALGO,PACHUCA DE SOTO,1,1,0,0,0,0
13,7,HIDALGO,TEPEAPULCO,1,1,0,0,0,0
14,1,JALISCO,TEQUILA,1,1,0,0,0,0
14,2,JALISCO,LAGOS DE MORENO,1,0,1,0,0,0
14,3,JALISCO,TEPATITLAN DE MORELOS,1,1,0,0,0,0
14,4,JALISCO,ZAPOPAN,1,1,0,0,0,0
14,5,JALISCO,PUERTO VALLARTA,1,1,0,0,0,0
14,6,JALISCO,ZAPOPAN,1,0,1,0,0,0
14,7,JALISCO,TONALA,1,1,0,0,0,0
14,8,JALISCO,GUADALAJARA,1,1,0,0,0,0
14,9,JALISCO,GUADALAJARA,1,1,0,0,0,0
14,10,JALISCO,ZAPOPAN,1,0,1,0,0,0
14,11,JALISCO,GUADALAJARA,1,1,0,0,0,0
14,12,JALISCO,TLAJOMULCO DE ZU„IGA,1,1,0,0,0,0
14,13,JALISCO,GUADALAJARA,1,1,0,0,0,0
14,14,JALISCO,GUADALAJARA,1,0,1,0,0,0
14,15,JALISCO,LA BARCA,1,1,0,0,0,0
14,16,JALISCO,SAN PEDRO TLAQUEPAQUE,1,1,0,0,0,0
14,17,JALISCO,JOCOTEPEC,1,1,0,0,0,0
14,18,JALISCO,AUTLAN DE NAVARRO,1,1,0,0,0,0
14,19,JALISCO,ZAPOTLAN EL GRANDE,1,1,0,0,0,0
15,1,MEXICO,JILOTEPEC,1,1,0,0,0,0
15,2,MEXICO,TEOLOYUCAN,1,1,0,0,0,0
15,3,MEXICO,ATLACOMULCO,1,1,0,0,0,0
15,4,MEXICO,NICOLAS ROMERO,1,1,0,0,0,0
15,5,MEXICO,TEOTIHUACAN,1,1,0,0,0,0
15,6,MEXICO,COACALCO DE BERRIOZABAL,1,1,0,0,0,0
15,7,MEXICO,CUAUTITLAN IZCALLI,1,1,0,0,0,0
15,8,MEXICO,TULTITLAN,1,1,0,0,0,0
15,9,MEXICO,IXTLAHUACA,1,1,0,0,0,0
15,10,MEXICO,ECATEPEC DE MORELOS,1,1,0,0,0,0
15,11,MEXICO,ECATEPEC DE MORELOS,1,1,0,0,0,0
15,12,MEXICO,IXTAPALUCA,1,1,0,0,0,0
15,13,MEXICO,ECATEPEC DE MORELOS,1,1,0,0,0,0
15,14,MEXICO,ATIZAPAN DE ZARAGOZA,1,1,0,0,0,0
15,15,MEXICO,TLALNEPANTLA DE BAZ,1,0,1,0,0,0
15,16,MEXICO,ECATEPEC DE MORELOS,1,1,0,0,0,0
15,17,MEXICO,ECATEPEC DE MORELOS,1,1,0,0,0,0
15,18,MEXICO,HUIXQUILUCAN,1,1,0,0,0,0
15,19,MEXICO,TLALNEPANTLA DE BAZ,1,1,0,0,0,0
15,20,MEXICO,NEZAHUALCOYOTL,1,1,0,0,0,0
15,21,MEXICO,NAUCALPAN DE JUAREZ,1,1,0,0,0,0
15,22,MEXICO,NAUCALPAN DE JUAREZ,1,1,0,0,0,0
15,23,MEXICO,VALLE DE BRAVO,1,1,0,0,0,0
15,24,MEXICO,NAUCALPAN DE JUAREZ,1,1,0,0,0,0
15,25,MEXICO,CHIMALHUACAN,1,1,0,0,0,0
15,26,MEXICO,TOLUCA,1,1,0,0,0,0
15,27,MEXICO,METEPEC,1,1,0,0,0,0
15,28,MEXICO,ZUMPANGO,1,1,0,0,0,0
15,29,MEXICO,NEZAHUALCOYOTL,1,0,1,0,0,0
15,30,MEXICO,NEZAHUALCOYOTL,1,0,1,0,0,0
15,31,MEXICO,NEZAHUALCOYOTL,1,0,1,0,0,0
15,32,MEXICO,VALLE DE CHALCO SOLIDARIDAD,1,1,0,0,0,0
15,33,MEXICO,CHALCO,1,1,0,0,0,0
15,34,MEXICO,TOLUCA,1,1,0,0,0,0
15,35,MEXICO,TENANCINGO,1,1,0,0,0,0
15,36,MEXICO,TEJUPILCO,1,1,0,0,0,0
15,37,MEXICO,CUAUTITLAN,1,1,0,0,0,0
15,38,MEXICO,TEXCOCO,1,1,0,0,0,0
15,39,MEXICO,LA PAZ,1,1,0,0,0,0
15,40,MEXICO,ZINACANTEPEC,1,1,0,0,0,0
16,1,MICHOACAN,LAZARO CARDENAS,1,1,0,1,1,0
16,2,MICHOACAN,PURUANDIRO,1,1,0,1,0,1
16,3,MICHOACAN,ZITACUARO,1,1,0,1,1,0
16,4,MICHOACAN,JIQUILPAN,1,1,0,1,1,0
16,5,MICHOACAN,ZAMORA,1,0,1,1,0,1
16,6,MICHOACAN,HIDALGO,1,1,0,1,1,0
16,7,MICHOACAN,ZACAPU,1,1,0,1,0,1
16,8,MICHOACAN,MORELIA,1,1,0,1,0,1
16,9,MICHOACAN,URUAPAN,1,0,1,1,1,0
16,10,MICHOACAN,MORELIA,1,0,1,1,1,0
16,11,MICHOACAN,PATZCUARO,1,1,0,1,1,0
16,12,MICHOACAN,APATZINGAN,1,0,1,1,1,0
17,1,MORELOS,CUERNAVACA,0,0,0,1,1,0
17,2,MORELOS,JIUTEPEC,0,0,0,1,1,0
17,3,MORELOS,CUAUTLA,0,0,0,1,1,0
17,4,MORELOS,JOJUTLA,0,0,0,1,0,1
17,5,MORELOS,YAUTEPEC,0,0,0,1,1,0
18,1,NAYARIT,SANTIAGO IXCUINTLA,0,0,0,1,1,0
18,2,NAYARIT,TEPIC,0,0,0,1,0,1
18,3,NAYARIT,COMPOSTELA,0,0,0,1,0,1
19,1,NUEVO LEON,SANTA CATARINA,1,1,0,1,1,0
19,2,NUEVO LEON,APODACA,1,1,0,1,0,1
19,3,NUEVO LEON,GRAL. ESCOBEDO,1,1,0,1,0,1
19,4,NUEVO LEON,SAN NICOLAS DE LOS GARZA,1,0,1,1,0,1
19,5,NUEVO LEON,MONTERREY,1,1,0,1,0,1
19,6,NUEVO LEON,MONTERREY,1,1,0,1,1,0
19,7,NUEVO LEON,MONTERREY,1,1,0,1,1,0
19,8,NUEVO LEON,GUADALUPE,1,1,0,1,0,1
19,9,NUEVO LEON,LINARES,1,1,0,1,0,1
19,10,NUEVO LEON,MONTERREY,1,0,1,1,0,1
19,11,NUEVO LEON,GUADALUPE,1,1,0,1,0,1
19,12,NUEVO LEON,CADEREYTA JIMENEZ,1,1,0,1,1,0
20,1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0,0,0,1,1,0
20,2,OAXACA,TEOTITLAN DE FLORES MAGON,0,0,0,1,1,0
20,3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0,0,0,1,1,0
20,4,OAXACA,TLACOLULA DE MATAMOROS,0,0,0,1,0,1
20,5,OAXACA,SANTO DOMINGO TEHUANTEPEC,0,0,0,1,0,1
20,6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0,0,0,1,1,0
20,7,OAXACA,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,0,0,0,1,0,1
20,8,OAXACA,OAXACA DE JUAREZ,0,0,0,1,1,0
20,9,OAXACA,SANTA LUCIA DEL CAMINO,0,0,0,1,1,0
20,10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0,0,0,1,1,0
20,11,OAXACA,SANTIAGO PINOTEPA NACIONAL,0,0,0,1,1,0
21,1,PUEBLA,HUAUCHINANGO,1,1,0,0,0,0
21,2,PUEBLA,ZACATLAN,1,1,0,0,0,0
21,3,PUEBLA,TEZIUTLAN,1,1,0,0,0,0
21,4,PUEBLA,ZACAPOAXTLA,1,1,0,0,0,0
21,5,PUEBLA,SAN MARTIN TEXMELUCAN,1,1,0,0,0,0
21,6,PUEBLA,PUEBLA,1,1,0,0,0,0
21,7,PUEBLA,TEPEACA,1,1,0,0,0,0
21,8,PUEBLA,CHALCHICOMULA DE SESMA,1,1,0,0,0,0
21,9,PUEBLA,PUEBLA,1,0,1,0,0,0
21,10,PUEBLA,SAN PEDRO CHOLULA,1,1,0,0,0,0
21,11,PUEBLA,PUEBLA,1,0,1,0,0,0
21,12,PUEBLA,PUEBLA,1,0,1,0,0,0
21,13,PUEBLA,ATLIXCO,1,0,1,0,0,0
21,14,PUEBLA,IZUCAR DE MATAMOROS,1,1,0,0,0,0
21,15,PUEBLA,TEHUACAN,1,0,1,0,0,0
21,16,PUEBLA,AJALPAN,1,1,0,0,0,0
22,1,QUERETARO,CADEREYTA DE MONTES,1,1,0,0,0,0
22,2,QUERETARO,SAN JUAN DEL RIO,1,0,1,0,0,0
22,3,QUERETARO,QUERETARO,1,1,0,0,0,0
22,4,QUERETARO,QUERETARO,1,1,0,0,0,0
23,1,QUINTANA ROO,SOLIDARIDAD,1,1,0,0,0,0
23,2,QUINTANA ROO,OTHON P. BLANCO,1,1,0,0,0,0
23,3,QUINTANA ROO,BENITO JUAREZ,1,0,1,0,0,0
24,1,SAN LUIS POTOSI,MATEHUALA,1,1,0,1,0,1
24,2,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,1,1,0,1,1,0
24,3,SAN LUIS POTOSI,RIOVERDE,1,1,0,1,0,1
24,4,SAN LUIS POTOSI,CIUDAD VALLES,1,0,1,1,0,1
24,5,SAN LUIS POTOSI,SAN LUIS POTOSI,1,0,1,1,0,1
24,6,SAN LUIS POTOSI,SAN LUIS POTOSI,1,0,1,1,1,0
24,7,SAN LUIS POTOSI,TAMAZUNCHALE,1,1,0,1,1,0
25,1,SINALOA,EL FUERTE,1,1,0,0,0,0
25,2,SINALOA,AHOME,1,1,0,0,0,0
25,3,SINALOA,SALVADOR ALVARADO,1,1,0,0,0,0
25,4,SINALOA,GUASAVE,1,1,0,0,0,0
25,5,SINALOA,CULIACAN,1,1,0,0,0,0
25,6,SINALOA,MAZATLAN,1,1,0,0,0,0
25,7,SINALOA,CULIACAN,1,1,0,0,0,0
25,8,SINALOA,MAZATLAN,1,0,1,0,0,0
26,1,SONORA,SAN LUIS RIO COLORADO,1,1,0,0,0,0
26,2,SONORA,NOGALES,1,1,0,0,0,0
26,3,SONORA,HERMOSILLO,1,0,1,0,0,0
26,4,SONORA,GUAYMAS,1,1,0,0,0,0
26,5,SONORA,HERMOSILLO,1,1,0,0,0,0
26,6,SONORA,CAJEME,1,1,0,0,0,0
26,7,SONORA,NAVOJOA,1,1,0,0,0,0
27,1,TABASCO,MACUSPANA,0,0,0,1,1,0
27,2,TABASCO,CARDENAS,0,0,0,1,1,0
27,3,TABASCO,COMALCALCO,0,0,0,1,1,0
27,4,TABASCO,CENTRO,0,0,0,1,1,0
27,5,TABASCO,PARAISO,0,0,0,1,1,0
27,6,TABASCO,CENTRO,0,0,0,1,0,1
28,1,TAMAULIPAS,NUEVO LAREDO,0,0,0,0,0,0
28,2,TAMAULIPAS,REYNOSA,0,0,0,0,0,0
28,3,TAMAULIPAS,RIO BRAVO,0,0,0,0,0,0
28,4,TAMAULIPAS,MATAMOROS,0,0,0,0,0,0
28,5,TAMAULIPAS,VICTORIA,0,0,0,0,0,0
28,6,TAMAULIPAS,EL MANTE,0,0,0,0,0,0
28,7,TAMAULIPAS,CIUDAD MADERO,0,0,0,0,0,0
28,8,TAMAULIPAS,TAMPICO,0,0,0,0,0,0
29,1,TLAXCALA,APIZACO,0,0,0,0,0,0
29,2,TLAXCALA,TLAXCALA,0,0,0,0,0,0
29,3,TLAXCALA,ZACATELCO,0,0,0,0,0,0
30,1,VERACRUZ,PANUCO,1,1,0,0,0,0
30,2,VERACRUZ,TANTOYUCA,1,1,0,0,0,0
30,3,VERACRUZ,TUXPAN,1,1,0,0,0,0
30,4,VERACRUZ,VERACRUZ,1,0,1,0,0,0
30,5,VERACRUZ,POZA RICA DE HIDALGO,1,1,0,0,0,0
30,6,VERACRUZ,PAPANTLA,1,1,0,0,0,0
30,7,VERACRUZ,MARTINEZ DE LA TORRE,1,0,1,0,0,0
30,8,VERACRUZ,XALAPA,1,1,0,1,0,1
30,9,VERACRUZ,COATEPEC,1,1,0,0,0,0
30,10,VERACRUZ,XALAPA,1,1,0,1,0,1
30,11,VERACRUZ,COATZACOALCOS,1,1,0,0,0,0
30,12,VERACRUZ,VERACRUZ,1,1,0,0,0,0
30,13,VERACRUZ,HUATUSCO,1,0,1,0,0,0
30,14,VERACRUZ,MINATITLAN,1,1,0,0,0,0
30,15,VERACRUZ,ORIZABA,1,1,0,0,0,0
30,16,VERACRUZ,CORDOBA,1,1,0,0,0,0
30,17,VERACRUZ,COSAMALOAPAN,1,1,0,0,0,0
30,18,VERACRUZ,ZONGOLICA,1,1,0,0,0,0
30,19,VERACRUZ,SAN ANDRES TUXTLA,1,1,0,0,0,0
30,20,VERACRUZ,ACAYUCAN,1,1,0,0,0,0
30,21,VERACRUZ,COSOLEACAQUE,1,0,1,0,0,0
31,1,YUCATAN,VALLADOLID,1,1,0,0,0,0
31,2,YUCATAN,PROGRESO,1,1,0,0,0,0
31,3,YUCATAN,MERIDA,1,1,0,0,0,0
31,4,YUCATAN,MERIDA,1,0,1,0,0,0
31,5,YUCATAN,TICUL,1,1,0,0,0,0
32,1,ZACATECAS,FRESNILLO,1,1,0,1,0,1
32,2,ZACATECAS,JEREZ,1,1,0,1,1,0
32,3,ZACATECAS,ZACATECAS,1,1,0,0,0,0
32,4,ZACATECAS,GUADALUPE,1,1,0,0,0,0
